spec_version,n_assets,n_select,instance,instance_digest,tickers,feasible_set_size,f_star,f_max_feasible,delta_F,f_bar_feasible,optimum_index,n_optimal_ties,a_crit,a_crit_binding_m,a_crit_is_zero,a_heur,a_heur_over_crit,a_margin,a_margin_target,eps_A,cardinality_minima,count_within_tau_main,count_within_tau_alt,P_F_uniform_all,P_tau_main_uniform_all,P_tau_main_uniform_F,P_opt_uniform_all,P_opt_uniform_F,reference_seconds,data_start,data_end
e1-v2,12,2,0,941157873a8b,4063.T 4502.T 6758.T 6861.T 6902.T 6954.T 7203.T 7267.T 8035.T 8306.T 9432.T 9984.T,66,-0.3548965650544149,0.784776620876358,1.139673185930773,0.15298439114686055,6,1,0.0,1,True,12.999999999971976,,0.20555792108109197,-0.10095608695377718,1e-06,0 -0.30651300803486914 -0.35489656505441491 -0.25509572218046972 -0.039985655591545877 0.38425955705315085 1.1539643274232454 2.1429326796506816 3.4937011254909729 5.1288390756177318 7.1423306361022743 9.4334341743529606 12.429837930154861,1,1,0.01611328125,0.000244140625,0.015151515151515152,0.000244140625,0.015151515151515152,0.00222820695489645,2020-08-05,2023-08-05
e1-v2,12,2,1,3798cace2ea7,4063.T 4519.T 4568.T 6367.T 6501.T 6861.T 6954.T 6971.T 7011.T 7733.T 8766.T 9202.T,66,0.09217873609211846,0.9625354038769884,0.87035666778487,0.48517977556296293,130,1,0.19749556519681472,1,False,12.999999999973573,65.82426287404677,0.39399708493223695,0.2886792558275407,1e-06,0 -0.10531682910469625 0.092178736092118463 0.51079104863435365 1.2123023734541525 2.1255621217292697 3.2390908187341667 4.6833225501036129 6.5410009239681965 8.7492340323206381 11.226759675529079 14.106695985306356 17.451973448829808,1,4,0.01611328125,0.000244140625,0.015151515151515152,0.000244140625,0.015151515151515152,0.00216636061668396,2020-08-05,2023-08-05
e1-v2,12,2,2,742e2b26d834,4661.T 6098.T 6301.T 6645.T 6758.T 6857.T 6902.T 7011.T 8031.T 8766.T 9201.T 9433.T,66,-0.16175173603671783,0.7875623039728528,0.9493140400095705,0.19855985034794668,9,1,0.057088392175557,1,False,12.999999999976641,227.71704552475956,0.23724518536788927,0.018404057155614426,1e-06,0 -0.21884012821227483 -0.16175173603671783 0.00037499334175705723 0.33874295721569081 0.85886030222975629 1.5747657902655119 2.6805110107832095 4.0113679622349192 5.5792119035107444 7.4480098749191406 9.6281212665348352 12.407032584620641,1,3,0.01611328125,0.000244140625,0.015151515151515152,0.000244140625,0.015151515151515152,0.0021329503506422043,2020-08-05,2023-08-05
e1-v2,12,2,3,f66f5903076c,6367.T 6503.T 6758.T 6857.T 6861.T 6971.T 7011.T 7267.T 7974.T 8035.T 8801.T 9984.T,66,-0.057927664709311766,0.8247346809449383,0.8826623456542501,0.321595920027675,288,1,0.07892658885324277,1,False,12.999999999976641,164.71001963798318,0.26868938122173613,0.13183412765918162,1e-06,0 -0.13685425356255454 -0.057927664709311766 0.17301063328107702 0.60454911717639059 1.2366605393253212 2.0426909645636036 3.1679149702874021 4.5630497986269063 6.2960352482014592 8.3515431582033415 10.952702375677941 14.168559554667461,1,2,0.01611328125,0.000244140625,0.015151515151515152,0.000244140625,0.015151515151515152,0.0021325796842575073,2020-08-05,2023-08-05
e1-v2,12,2,4,740c7a03908a,4519.T 6301.T 6367.T 6702.T 6971.T 7733.T 7751.T 7832.T 8316.T 9201.T 9202.T 9984.T,66,-0.45198118158448275,0.837211401627826,1.2891925832123088,0.17776825290900247,40,1,0.0,8,True,12.999999999966974,,0.202801879158821,-0.13710646433774015,1e-06,0 -0.33873083938516718 -0.45198118158448275 -0.33990734349656115 -0.016130486932105281 0.54574463109388605 1.2327010736544612 2.0855474916133327 3.1773865772283685 4.5791303379734387 6.084090583859167 7.9213670453626834 10.541203724190048,1,1,0.01611328125,0.000244140625,0.015151515151515152,0.000244140625,0.015151515151515152,0.0021842969581484795,2020-08-05,2023-08-05
e1-v2,12,2,5,9c3650a19eba,3407.T 4543.T 6301.T 7203.T 7832.T 8031.T 8058.T 8306.T 8316.T 8766.T 8801.T 9022.T,66,0.15285230370119196,1.0460697203751947,0.8932174166740028,0.5900318531035869,40,1,0.25788757858636585,1,False,12.999999999975767,50.409562458325624,0.47647835328756327,0.3714420784023894,1e-06,0 -0.10503527488517389 0.15285230370119196 0.76046519898581644 1.6425904974299579 2.901997130363021 4.5078450615820875 6.4840747651369588 8.74625297947237 11.557729538602118 15.022322728280416 19.035119909813027 23.649793505975005,1,2,0.01611328125,0.000244140625,0.015151515151515152,0.000244140625,0.015151515151515152,0.002168024890124798,2020-08-05,2023-08-05
e1-v2,12,2,6,61cd771b698a,4523.T 4661.T 6367.T 6501.T 6503.T 6645.T 6702.T 6971.T 7267.T 7751.T 7832.T 7974.T,66,-0.22907386046598255,0.706598214917492,0.9356720753834745,0.16303027121518154,260,1,0.009741087641196466,1,False,12.999999999970633,1334.5532325355289,0.2057941534817785,-0.0330217946254005,1e-06,0 -0.23881494810717901 -0.22907386046598255 -0.11887677800317742 0.15011136397088842 0.6456537185659168 1.2858648528711263 2.1463618966081466 3.1761609087275371 4.3709719689498847 5.8103504984804983 7.6174701191196856 10.037429724062727,2,3,0.01611328125,0.00048828125,0.030303030303030304,0.000244140625,0.015151515151515152,0.0021402454003691673,2020-08-05,2023-08-05
e1-v2,12,2,7,6ae2087493d3,2914.T 4901.T 5108.T 5401.T 6301.T 6501.T 6902.T 7733.T 8306.T 8316.T 9201.T 9202.T,66,-0.13923445042826238,1.1420083145173052,1.2812427649455675,0.29838250517775294,2056,1,0.015504896736042884,1,False,12.99999999997724,838.4447972334618,0.23431437453905055,0.07957402737474528,1e-06,0 -0.15473934716430526 -0.13923445042826238 0.084587947716761702 0.58967323633120783 1.3117513277021933 2.376807851422154 3.6660094739651541 5.331415567838242 7.4057866122219895 9.9187504323842486 12.772609649753404 16.128366401440907,1,2,0.01611328125,0.000244140625,0.015151515151515152,0.000244140625,0.015151515151515152,0.0017820913344621658,2020-08-05,2023-08-05
e1-v2,12,2,8,e516d5ec7c2b,4307.T 4523.T 4568.T 4901.T 6301.T 6501.T 7267.T 8035.T 8306.T 8316.T 9022.T 9201.T,66,-0.3219484902727472,0.7659803929172367,1.087928883189984,0.08913218304478814,72,1,0.0,1,True,12.999999999971976,,0.19282771189700637,-0.11640815361397952,1e-06,0 -0.30923486551098589 -0.32194849027274719 -0.16679198527109373 0.16019061377292276 0.57709896939662153 1.2291120344421567 2.0762213610694298 3.101705136019187 4.3116009008592409 5.7665023363856358 7.3344104632009781 9.3734426554148271,1,3,0.01611328125,0.000244140625,0.015151515151515152,0.000244140625,0.015151515151515152,0.0017829956486821175,2020-08-05,2023-08-05
e1-v2,12,2,9,2f1babcfca89,4523.T 4568.T 4901.T 5401.T 6645.T 6758.T 6857.T 7011.T 7832.T 7974.T 8801.T 9433.T,66,-0.06451963329442062,0.8317987777853064,0.8963184110797271,0.26699968699065924,17,1,0.06530789738818221,1,False,12.99999999997724,199.05708987546817,0.23106855753072214,0.10124002684811931,1e-06,0 -0.12982753068260283 -0.06451963329442062 0.072590060562355729 0.34556037075102675 0.81419960505606492 1.4336029681892826 2.2986237728386549 3.2927255940398474 4.4671203596060138 6.0918529218088615 8.0456500295645839 10.31682824639007,2,4,0.01611328125,0.00048828125,0.030303030303030304,0.000244140625,0.015151515151515152,0.001866084523499012,2020-08-05,2023-08-05
